problem,family,n,group,algorithm,temperature,temp_str,train_set,seed,edges,n_selected,f1,time,train_sp,test_sp,test1_sp,test2_sp,train_ll,test_ll,test1_ll,test2_ll,train_kl,test_kl,test1_kl,test2_kl,ll_s0,kl_s0,sp_s0,ll_s1,kl_s1,sp_s1,ll_s2,kl_s2,sp_s2
Deceptive3_39,Deceptive3,39,small,univ_bn,1.0,1.0,0,1,0.0,800.0,0.0,0.0004196167,0.75995168,0.16863984,0.78360918,-0.4463295,-25.220567,-18.13004,-19.091604,-17.168476,3.2853343,0.817060595,0.47258139,1.1615398,-25.220567,3.2853343,0.75995168,-19.091604,0.47258139,0.78360918,-17.168476,1.1615398,-0.4463295
Deceptive3_39,Deceptive3,39,small,univ_bn,10.0,10,0,1,0.0,800.0,0.0,0.00039339066,0.7589761,0.168173335,0.78267617,-0.4463295,-25.198111,-18.8146605,-19.680469,-17.948852,3.1113529,0.5316277549999999,0.5071604,0.55609511,-25.198111,3.1113529,0.7589761,-19.680469,0.5071604,0.78267617,-17.948852,0.55609511,-0.4463295
Deceptive3_39,Deceptive3,39,small,aic,0.1,0.1,1,1,38.0,800.0,0.31168831,0.17392516,0.84921507,0.16514160000000003,0.7766127,-0.4463295,-14.951534,-22.66831745,-37.471839,-7.8647959,1.7899154,13.3378545,11.66689,15.008819,-37.471839,11.66689,0.7766127,-14.951534,1.7899154,0.84921507,-7.8647959,15.008819,-0.4463295
Deceptive3_39,Deceptive3,39,small,aic,1.0,1.0,1,1,8.0,800.0,0.0,0.21578836,0.78946816,0.15392743,0.75418436,-0.4463295,-14.379342,-20.764089,-32.719017,-8.809161,2.9614311,9.99710615,16.296945,3.6972673,-32.719017,16.296945,0.75418436,-14.379342,2.9614311,0.78946816,-8.809161,3.6972673,-0.4463295
Deceptive3_39,Deceptive3,39,small,aic,10.0,10,1,1,9.0,800.0,0.0,0.27246428,0.78811068,0.15403225,0.754394,-0.4463295,-14.366497,-20.5676362,-32.200784,-8.9344884,3.2467495,9.48521465,16.849724,2.1207053,-32.200784,16.849724,0.754394,-14.366497,3.2467495,0.78811068,-8.9344884,2.1207053,-0.4463295
Deceptive3_39,Deceptive3,39,small,bic,0.1,0.1,1,1,11.0,800.0,0.16,0.09133935,0.807884,0.15543279000000002,0.75719508,-0.4463295,-14.743584,-22.032419,-35.737264,-8.327574,1.9404573,13.222606500000001,10.978334,15.466879,-35.737264,10.978334,0.75719508,-14.743584,1.9404573,0.807884,-8.327574,15.466879,-0.4463295
Deceptive3_39,Deceptive3,39,small,bic,1.0,1.0,1,1,0.0,800.0,0.0,0.059474945,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,bic,10.0,10,1,1,0.0,800.0,0.0,0.058367491,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,binotears,0.1,0.1,1,1,0.0,800.0,0.0,0.06711936,0.78982455,0.15605318999999998,0.75843588,-0.4463295,-14.637514,-21.7165445,-35.177697,-8.255392,1.9651045,13.0066055,10.802799,15.210412,-35.177697,10.802799,0.75843588,-14.637514,1.9651045,0.78982455,-8.255392,15.210412,-0.4463295
Deceptive3_39,Deceptive3,39,small,binotears,1.0,1.0,1,1,0.0,800.0,0.0,0.05345583,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,binotears,10.0,10,1,1,0.0,800.0,0.0,0.05267477,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,bounded_tw,0.1,0.1,1,1,4.0,800.0,0.093023256,0.97681069,0.79435619,0.15317983,0.75268916,-0.4463295,-14.677323,-21.7967131,-35.289931,-8.3034952,1.9552918,13.151793000000001,11.001692,15.301894,-35.289931,11.001692,0.75268916,-14.677323,1.9552918,0.79435619,-8.3034952,15.301894,-0.4463295
Deceptive3_39,Deceptive3,39,small,bounded_tw,1.0,1.0,1,1,0.0,800.0,0.0,0.31197882,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,bounded_tw,10.0,10,1,1,0.0,800.0,0.0,0.31636953,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,dmbbn,0.1,0.1,1,1,132.0,800.0,0.25730994,4.6379163,0.85391695,0.14928496,0.74489942,-0.4463295,-15.084021,-22.038582650000002,-36.065797,-8.0113683,1.7811036,13.1420085,11.897339,14.386678,-36.065797,11.897339,0.74489942,-15.084021,1.7811036,0.85391695,-8.0113683,14.386678,-0.4463295
Deceptive3_39,Deceptive3,39,small,dmbbn,1.0,1.0,1,1,18.0,800.0,0.14035088,0.3116796,0.79332448,0.15651437999999998,0.75935826,-0.4463295,-14.366317,-20.83853065,-32.885059,-8.7920023,2.9492917,10.03390475,16.402305,3.6655045,-32.885059,16.402305,0.75935826,-14.366317,2.9492917,0.79332448,-8.7920023,3.6655045,-0.4463295
Deceptive3_39,Deceptive3,39,small,dmbbn,10.0,10,1,1,22.0,800.0,0.06557377,0.35097098,0.78764287,0.15217896500000003,0.75068743,-0.4463295,-14.346107,-20.66174505,-32.405189,-8.9183011,3.2351087,9.557937500000001,17.035392,2.080483,-32.405189,17.035392,0.75068743,-14.346107,3.2351087,0.78764287,-8.9183011,2.080483,-0.4463295
Deceptive3_39,Deceptive3,39,small,dt,0.1,0.1,1,1,33.0,800.0,0.13888889,1.0393345,0.82298219,0.15171467000000002,0.74975884,-0.4463295,-14.812519,-22.4467794,-36.515988,-8.3775708,1.8680816,13.477896999999999,11.288262,15.667532,-36.515988,11.288262,0.74975884,-14.812519,1.8680816,0.82298219,-8.3775708,15.667532,-0.4463295
Deceptive3_39,Deceptive3,39,small,dt,1.0,1.0,1,1,1.0,800.0,0.0,0.090219975,0.78682024,0.15544872499999998,0.75722695,-0.4463295,-14.40009,-20.752445450000003,-32.704635,-8.8002559,2.9440752,9.9919212,16.333871,3.6499714,-32.704635,16.333871,0.75722695,-14.40009,2.9440752,0.78682024,-8.8002559,3.6499714,-0.4463295
Deceptive3_39,Deceptive3,39,small,dt,10.0,10,1,1,1.0,800.0,0.0,0.091002941,0.78572908,0.155197375,0.75672425,-0.4463295,-14.3922,-20.5782053,-32.204711,-8.9516996,3.2371622,9.5041071,16.902106,2.1061082,-32.204711,16.902106,0.75672425,-14.3922,3.2371622,0.78572908,-8.9516996,2.1061082,-0.4463295
Deceptive3_39,Deceptive3,39,small,fi_k2,0.1,0.1,1,1,70.0,800.0,0.31192661,0.61022329,0.86009826,0.16472823,0.77578596,-0.4463295,-15.024821,-23.6229997,-38.851881,-8.3941184,1.7202423,13.8872855,12.49301,15.281561,-38.851881,12.49301,0.77578596,-15.024821,1.7202423,0.86009826,-8.3941184,15.281561,-0.4463295
Deceptive3_39,Deceptive3,39,small,fi_k2,1.0,1.0,1,1,12.0,800.0,0.078431373,0.4694593,0.78814942,0.15229226999999998,0.75091404,-0.4463295,-14.375306,-20.8318113,-32.811495,-8.8521276,2.977432,10.069940299999999,16.368947,3.7709336,-32.811495,16.368947,0.75091404,-14.375306,2.977432,0.78814942,-8.8521276,3.7709336,-0.4463295
Deceptive3_39,Deceptive3,39,small,fi_k2,10.0,10,1,1,13.0,800.0,0.076923077,0.44492221,0.78593382,0.152622935,0.75157537,-0.4463295,-14.359461,-20.76335395,-32.474801,-9.0519069,3.2391613,9.68154185,17.151599,2.2114847,-32.474801,17.151599,0.75157537,-14.359461,3.2391613,0.78593382,-9.0519069,2.2114847,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2,0.1,0.1,1,1,75.0,800.0,0.31578947,0.47862577,0.85870237,0.16336971000000003,0.77306892,-0.4463295,-15.07078,-23.6184942,-39.102431,-8.1345574,1.7284886,12.633988,12.317237,12.950739,-39.102431,12.317237,0.77306892,-15.07078,1.7284886,0.85870237,-8.1345574,12.950739,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2,1.0,1.0,1,1,13.0,800.0,0.11538462,0.10976934,0.78945164,0.15293004000000002,0.75218958,-0.4463295,-14.371449,-20.982559350000002,-32.990073,-8.9750457,2.9717924,10.24243055,16.523265,3.9615961,-32.990073,16.523265,0.75218958,-14.371449,2.9717924,0.78945164,-8.9750457,3.9615961,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2,10.0,10,1,1,14.0,800.0,0.075471698,0.11657429,0.78636012,0.15321801999999998,0.75276554,-0.4463295,-14.355836,-20.8904107,-32.643917,-9.1369044,3.2331285,9.79650395,17.310729,2.2822789,-32.643917,17.310729,0.75276554,-14.355836,3.2331285,0.78636012,-9.1369044,2.2822789,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_ensemble,0.1,0.1,1,1,52.0,800.0,0.21978022,0.56329894,0.83676931,0.153500165,0.75332983,-0.4463295,-14.910105,-23.06761505,-37.638234,-8.4969961,1.8252643,13.710768,12.020052,15.401484,-37.638234,12.020052,0.75332983,-14.910105,1.8252643,0.83676931,-8.4969961,15.401484,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_ensemble,1.0,1.0,1,1,15.0,800.0,0.11111111,0.17757058,0.79538085,0.15437637499999998,0.75508225,-0.4463295,-14.368256,-20.8060049,-32.91481,-8.6971998,2.952269,9.9887624,16.490797,3.4867278,-32.91481,16.490797,0.75508225,-14.368256,2.952269,0.79538085,-8.6971998,3.4867278,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_ensemble,10.0,10,1,1,13.0,800.0,0.076923077,0.17282391,0.78597762,0.153582545,0.75349459,-0.4463295,-14.35826,-20.82922375,-32.611981,-9.0464665,3.2280151,9.72971105,17.278568,2.1808541,-32.611981,17.278568,0.75349459,-14.35826,3.2280151,0.78597762,-9.0464665,2.1808541,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mb,0.1,0.1,1,1,75.0,800.0,0.31578947,1.3282647,0.85870237,0.16336971000000003,0.77306892,-0.4463295,-15.07078,-23.6184942,-39.102431,-8.1345574,1.7284886,12.633988,12.317237,12.950739,-39.102431,12.317237,0.77306892,-15.07078,1.7284886,0.85870237,-8.1345574,12.950739,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mb,1.0,1.0,1,1,13.0,800.0,0.11538462,0.5495975,0.78945164,0.15293004000000002,0.75218958,-0.4463295,-14.371449,-20.982559350000002,-32.990073,-8.9750457,2.9717924,10.24243055,16.523265,3.9615961,-32.990073,16.523265,0.75218958,-14.371449,2.9717924,0.78945164,-8.9750457,3.9615961,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mb,10.0,10,1,1,14.0,800.0,0.075471698,0.55031395,0.78636012,0.15321801999999998,0.75276554,-0.4463295,-14.355836,-20.8904107,-32.643917,-9.1369044,3.2331285,9.79650395,17.310729,2.2822789,-32.643917,17.310729,0.75276554,-14.355836,3.2331285,0.78636012,-9.1369044,2.2822789,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mi,0.1,0.1,1,1,80.0,800.0,0.30252101,0.26221657,0.86732364,0.163566505,0.77346251,-0.4463295,-15.127806,-23.6879666,-39.425681,-7.9502522,1.6966798,12.574474,12.581606,12.567342,-39.425681,12.581606,0.77346251,-15.127806,1.6966798,0.86732364,-7.9502522,12.567342,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mi,1.0,1.0,1,1,17.0,800.0,0.10714286,0.078107834,0.79560616,0.15456684499999998,0.75546319,-0.4463295,-14.362173,-20.76233215,-32.818498,-8.7061663,2.9566548,9.9594528,16.39783,3.5210756,-32.818498,16.39783,0.75546319,-14.362173,2.9566548,0.79560616,-8.7061663,3.5210756,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_mi,10.0,10,1,1,18.0,800.0,0.070175439,0.07951045,0.78654936,0.15330448500000002,0.75293847,-0.4463295,-14.344417,-20.8754875,-32.68049,-9.070485,3.2265619,9.75808505,17.297354,2.2188161,-32.68049,17.297354,0.75293847,-14.344417,3.2265619,0.78654936,-9.070485,2.2188161,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_plus,0.1,0.1,1,1,83.0,800.0,0.32786885,2.3233149,0.88384036,0.17409955000000002,0.7945286,-0.4463295,-15.229212,-24.0696993,-40.279022,-7.8603766,1.6559789,12.8126385,12.921199,12.704078,-40.279022,12.921199,0.7945286,-15.229212,1.6559789,0.88384036,-7.8603766,12.704078,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_plus,1.0,1.0,1,1,19.0,800.0,0.13793103,0.51415634,0.79566708,0.15359177999999998,0.75351306,-0.4463295,-14.353916,-20.889744949999997,-32.997671,-8.7818189,2.9497993,10.0996048,16.556604,3.6426056,-32.997671,16.556604,0.75351306,-14.353916,2.9497993,0.79566708,-8.7818189,3.6426056,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_plus,10.0,10,1,1,20.0,800.0,0.06779661,0.43084121,0.78602426,0.15268103000000002,0.75169156,-0.4463295,-14.33396,-20.7980274,-32.602532,-8.9935228,3.2208731,9.677259249999999,17.218849,2.1356695,-32.602532,17.218849,0.75169156,-14.33396,3.2208731,0.78602426,-8.9935228,2.1356695,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_refine,0.1,0.1,1,1,83.0,800.0,0.32786885,2.5468972,0.88384036,0.17409955000000002,0.7945286,-0.4463295,-15.229212,-24.0696993,-40.279022,-7.8603766,1.6559789,12.8126385,12.921199,12.704078,-40.279022,12.921199,0.7945286,-15.229212,1.6559789,0.88384036,-7.8603766,12.704078,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_refine,1.0,1.0,1,1,19.0,800.0,0.13793103,0.18298984,0.79566708,0.15359177999999998,0.75351306,-0.4463295,-14.353916,-20.889744949999997,-32.997671,-8.7818189,2.9497993,10.0996048,16.556604,3.6426056,-32.997671,16.556604,0.75351306,-14.353916,2.9497993,0.79566708,-8.7818189,3.6426056,-0.4463295
Deceptive3_39,Deceptive3,39,small,k2_refine,10.0,10,1,1,20.0,800.0,0.06779661,0.15390301,0.78602426,0.15268103000000002,0.75169156,-0.4463295,-14.33396,-20.7980274,-32.602532,-8.9935228,3.2208731,9.677259249999999,17.218849,2.1356695,-32.602532,17.218849,0.75169156,-14.33396,3.2208731,0.78602426,-8.9935228,2.1356695,-0.4463295
Deceptive3_39,Deceptive3,39,small,pc,0.1,0.1,1,1,41.0,800.0,0.125,0.10340762,0.81015657,0.14736192500000003,0.74105335,-0.4463295,-14.780399,-22.0423469,-35.754416,-8.3302778,1.9491799,13.5428785,11.3689,15.716857,-35.754416,11.3689,0.74105335,-14.780399,1.9491799,0.81015657,-8.3302778,15.716857,-0.4463295
Deceptive3_39,Deceptive3,39,small,pc,1.0,1.0,1,1,15.0,800.0,0.0,0.034462452,0.79126278,0.15330538000000002,0.75294026,-0.4463295,-14.366541,-20.5847449,-32.414746,-8.7547438,2.964308,9.82535545,15.9733,3.6774109,-32.414746,15.9733,0.75294026,-14.366541,2.964308,0.79126278,-8.7547438,3.6774109,-0.4463295
Deceptive3_39,Deceptive3,39,small,pc,10.0,10,1,1,17.0,800.0,0.035714286,0.034553528,0.78740845,0.15271912,0.75176774,-0.4463295,-14.348379,-20.4282106,-32.015944,-8.8404772,3.2425838,9.32506735,16.589564,2.0605707,-32.015944,16.589564,0.75176774,-14.348379,3.2425838,0.78740845,-8.8404772,2.0605707,-0.4463295
Deceptive3_39,Deceptive3,39,small,rfe_k2,0.1,0.1,1,1,75.0,800.0,0.36842105,1.2739966,0.87197718,0.169023365,0.78437623,-0.4463295,-15.077828,-23.481891400000002,-38.826867,-8.1369158,1.6794962,13.753204499999999,12.479333,15.027076,-38.826867,12.479333,0.78437623,-15.077828,1.6794962,0.87197718,-8.1369158,15.027076,-0.4463295
Deceptive3_39,Deceptive3,39,small,rfe_k2,1.0,1.0,1,1,11.0,800.0,0.08,0.70398045,0.7891116,0.15246200499999998,0.75125351,-0.4463295,-14.378226,-20.853766,-32.85389,-8.853642,2.9707386,10.08650205,16.407113,3.7658911,-32.85389,16.407113,0.75125351,-14.378226,2.9707386,0.7891116,-8.853642,3.7658911,-0.4463295
Deceptive3_39,Deceptive3,39,small,rfe_k2,10.0,10,1,1,15.0,800.0,0.074074074,0.44069076,0.78521476,0.15222928,0.75078806,-0.4463295,-14.348051,-20.75785355,-32.479562,-9.0361451,3.2381897,9.67406455,17.155928,2.1922011,-32.479562,17.155928,0.75078806,-14.348051,3.2381897,0.78521476,-9.0361451,2.1922011,-0.4463295
Deceptive3_39,Deceptive3,39,small,sartre,0.1,0.1,1,1,0.0,800.0,0.0,0.026205063,0.78982455,0.15605318999999998,0.75843588,-0.4463295,-14.637514,-21.7165445,-35.177697,-8.255392,1.9651045,13.0066055,10.802799,15.210412,-35.177697,10.802799,0.75843588,-14.637514,1.9651045,0.78982455,-8.255392,15.210412,-0.4463295
Deceptive3_39,Deceptive3,39,small,sartre,1.0,1.0,1,1,0.0,800.0,0.0,0.023641825,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,sartre,10.0,10,1,1,0.0,800.0,0.0,0.027052164,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_hc,0.1,0.1,1,1,14.0,800.0,0.22641509,0.31093097,0.82380095,0.16187204000000002,0.77007358,-0.4463295,-14.816225,-22.2730211,-36.223416,-8.3226262,1.8926469,13.374562000000001,11.129983,15.619141,-36.223416,11.129983,0.77007358,-14.816225,1.8926469,0.82380095,-8.3226262,15.619141,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_hc,1.0,1.0,1,1,0.0,800.0,0.0,0.061153173,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_hc,10.0,10,1,1,0.0,800.0,0.0,0.060357332,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_pc,0.1,0.1,1,1,25.0,800.0,0.1875,0.36151004,0.8033562,0.15049865999999998,0.74732682,-0.4463295,-14.748832,-21.9615999,-35.523562,-8.3996378,1.9710852,13.4247105,11.170392,15.679029,-35.523562,11.170392,0.74732682,-14.748832,1.9710852,0.8033562,-8.3996378,15.679029,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_pc,1.0,1.0,1,1,14.0,800.0,0.0,0.15044785,0.79178711,0.15362054500000002,0.75357059,-0.4463295,-14.366744,-20.5560694,-32.359012,-8.7531268,2.9678618,9.80810335,15.932486,3.6837207,-32.359012,15.932486,0.75357059,-14.366744,2.9678618,0.79178711,-8.7531268,3.6837207,-0.4463295
Deceptive3_39,Deceptive3,39,small,stable_pc,10.0,10,1,1,14.0,800.0,0.0,0.13375545,0.78737019,0.15387431999999998,0.75407814,-0.4463295,-14.351674,-20.37668075,-31.928707,-8.8246545,3.2517009,9.2828233,16.514727,2.0509196,-31.928707,16.514727,0.75407814,-14.351674,3.2517009,0.78737019,-8.8246545,2.0509196,-0.4463295
Deceptive3_39,Deceptive3,39,small,univ_bn,0.1,0.1,1,1,0.0,800.0,0.0,0.00039720535,0.78982455,0.15605318999999998,0.75843588,-0.4463295,-14.637514,-21.7165445,-35.177697,-8.255392,1.9651045,13.0066055,10.802799,15.210412,-35.177697,10.802799,0.75843588,-14.637514,1.9651045,0.78982455,-8.255392,15.210412,-0.4463295
Deceptive3_39,Deceptive3,39,small,univ_bn,1.0,1.0,1,1,0.0,800.0,0.0,0.00041389465,0.78669815,0.15578440000000002,0.7578983,-0.4463295,-14.402228,-20.67809815,-32.560152,-8.7960443,2.9446853,9.8965009,16.136764,3.6562378,-32.560152,16.136764,0.7578983,-14.402228,2.9446853,0.78669815,-8.7960443,3.6562378,-0.4463295
Deceptive3_39,Deceptive3,39,small,univ_bn,10.0,10,1,1,0.0,800.0,0.0,0.00040960312,0.78562672,0.15564862,0.75762674,-0.4463295,-14.394397,-20.5059644,-32.065312,-8.9466168,3.2385477,9.404534499999999,16.699654,2.109415,-32.065312,16.699654,0.75762674,-14.394397,3.2385477,0.78562672,-8.9466168,2.109415,-0.4463295
Deceptive3_39,Deceptive3,39,small,aic,0.1,0.1,2,1,35.0,800.0,0.35135135,0.42534971,0.65211428,0.6373134650000001,0.6523881,0.62223883,-11.951549,-67.90516099999999,-91.30548,-44.504842,0.014991659,31.377084,44.369292,18.384876,-91.30548,44.369292,0.6523881,-44.504842,18.384876,0.62223883,-11.951549,0.014991659,0.65211428
Deceptive3_39,Deceptive3,39,small,aic,1.0,1.0,2,1,43.0,800.0,0.46341463,0.50193,0.64545607,0.65245243,0.69183416,0.6130707,-4.4546939,-45.826805,-64.233904,-27.419706,0.52491889,31.021582,46.368261,15.674903,-64.233904,46.368261,0.69183416,-27.419706,15.674903,0.6130707,-4.4546939,0.52491889,0.64545607
Deceptive3_39,Deceptive3,39,small,aic,10.0,10,2,1,41.0,800.0,0.475,0.49427605,0.34822868,0.6578388550000001,0.69996626,0.61571145,-4.4095009,-43.9481465,-61.571742,-26.324551,0.57128923,31.120399499999998,46.241232,15.999567,-61.571742,46.241232,0.69996626,-26.324551,15.999567,0.61571145,-4.4095009,0.57128923,0.34822868
Deceptive3_39,Deceptive3,39,small,bic,0.1,0.1,2,1,34.0,800.0,0.35616438,0.14209771,0.65003511,0.64355639,0.65599157,0.63112121,-10.712386,-67.333664,-91.17103,-43.496298,0.036834842,30.285695,43.234076,17.337314,-91.17103,43.234076,0.65599157,-43.496298,17.337314,0.63112121,-10.712386,0.036834842,0.65003511
Deceptive3_39,Deceptive3,39,small,bic,1.0,1.0,2,1,40.0,800.0,0.48101266,0.15539455,0.63543628,0.653651795,0.69542264,0.61188095,-4.4795496,-45.6196365,-63.886284,-27.352989,0.55053751,30.834565,46.051025,15.618105,-63.886284,46.051025,0.69542264,-27.352989,15.618105,0.61188095,-4.4795496,0.55053751,0.63543628
Deceptive3_39,Deceptive3,39,small,bic,10.0,10,2,1,39.0,800.0,0.48717949,0.15216017,0.32421263,0.659097695,0.70108481,0.61711058,-4.4435288,-43.8322,-61.380772,-26.283628,0.59585082,31.000501,46.051234,15.949768,-61.380772,46.051234,0.70108481,-26.283628,15.949768,0.61711058,-4.4435288,0.59585082,0.32421263
Deceptive3_39,Deceptive3,39,small,binotears,0.1,0.1,2,1,0.0,800.0,0.0,0.51877546,-0.2101407,0.6308774500000001,0.68334603,0.57840887,-19.62247,-45.259446,-60.391807,-30.127085,4.2381497,17.765207,23.439737,12.090677,-60.391807,23.439737,0.68334603,-30.127085,12.090677,0.57840887,-19.62247,4.2381497,-0.2101407
Deceptive3_39,Deceptive3,39,small,binotears,1.0,1.0,2,1,0.0,800.0,0.0,0.55351448,-0.44636672,0.7412690799999999,0.74373196,0.7388062,-7.6726541,-29.871694500000004,-43.07867,-16.664719,4.604084,15.9657063,26.067112,5.8643006,-43.07867,26.067112,0.74373196,-16.664719,5.8643006,0.7388062,-7.6726541,4.604084,-0.44636672
Deceptive3_39,Deceptive3,39,small,binotears,10.0,10,2,1,0.0,800.0,0.0,0.05411005,-0.44635044,0.7520808050000001,0.74908812,0.75507349,-7.5610386,-31.506449999999997,-45.821282,-17.191618,3.2660399,18.97999235,30.766692,7.1932927,-45.821282,30.766692,0.74908812,-17.191618,7.1932927,0.75507349,-7.5610386,3.2660399,-0.44635044
Deceptive3_39,Deceptive3,39,small,bounded_tw,0.1,0.1,2,1,32.0,800.0,0.11267606,0.45160508,0.42627029,0.61855747,0.64048521,0.59662973,-14.060626,-59.0824735,-79.892443,-38.272504,0.83996931,26.9397235,35.585906,18.293541,-79.892443,35.585906,0.64048521,-38.272504,18.293541,0.59662973,-14.060626,0.83996931,0.42627029
Deceptive3_39,Deceptive3,39,small,bounded_tw,1.0,1.0,2,1,30.0,800.0,0.028985507,0.422544,-0.44761116,0.57951448,0.60051363,0.55851533,-5.3606749,-43.650271000000004,-60.47231,-26.828232,1.5949815,29.3781075,43.513855,15.24236,-60.47231,43.513855,0.60051363,-26.828232,15.24236,0.55851533,-5.3606749,1.5949815,-0.44761116
Deceptive3_39,Deceptive3,39,small,bounded_tw,10.0,10,2,1,27.0,800.0,0.03030303,0.40694308,-0.44761116,0.58714373,0.60267728,0.57161018,-5.2883158,-42.059567,-58.283743,-25.835391,1.2778101,29.421374,43.313159,15.529589,-58.283743,43.313159,0.60267728,-25.835391,15.529589,0.57161018,-5.2883158,1.2778101,-0.44761116
Deceptive3_39,Deceptive3,39,small,dmbbn,0.1,0.1,2,1,163.0,800.0,0.22772277,9.7770832,0.65208369,0.258920945085,-0.00066076983,0.51850266,-10.540981,-42.485374,-48.789869,-36.180879,0.014985031,19.302921,22.649011,15.956831,-48.789869,22.649011,-0.00066076983,-36.180879,15.956831,0.51850266,-10.540981,0.014985031,0.65208369
Deceptive3_39,Deceptive3,39,small,dmbbn,1.0,1.0,2,1,192.0,800.0,0.1991342,40.190196,0.64545607,0.362919875,0.15750972,0.56833003,-4.351283,-33.6471365,-40.782741,-26.511532,0.40457404,20.186818000000002,25.254114,15.119522,-40.782741,25.254114,0.15750972,-26.511532,15.119522,0.56833003,-4.351283,0.40457404,0.64545607
Deceptive3_39,Deceptive3,39,small,dmbbn,10.0,10,2,1,152.0,800.0,0.21989529,16.226695,0.44133638,0.363530145,0.179321,0.54773929,-4.3542492,-34.044841,-41.793236,-26.296446,0.51219468,21.246311,26.52637,15.966252,-41.793236,26.52637,0.179321,-26.296446,15.966252,0.54773929,-4.3542492,0.51219468,0.44133638
